InChI,Cdk.LargestPiSystem.nAtomP,Cdk.BondCount.nB,Cdk.LargestChain.nAtomLC,Cdk.AromaticAtomsCount.naAromAtom,Cdk.AromaticBondsCount.nAromBond,Cdk.ALOGP.ALogP,Cdk.RotatableBondsCount.nRotB,Cdk.MannholdLogP.MLogP,Cdk.XLogP.XLogP,Cdk.RuleOfFive.LipinskiFailures,Cdk.ALOGP.ALogp2,Cdk.ALOGP.AMR,Cdk.LongestAliphaticChain.nAtomLAC,Cdk.HBondDonorCount.nHBDon,Cdk.AtomCount.nAtom
"InChI=1S/C8H14O2/c1-4-5-10-8(9)6-7(2)3/h4,7H,1,5-6H2,2-3H3",3.0,9.0,10.0,0.0,0.0,1.2357000000000002,5.0,2.1199999999999997,2.186000000000001,0.0,1.5269544900000005,39.9681,4.0,0.0,24.0
"InChI=1S/C8H15N3O7/c1-11(10-18)8(17)9-4(2-12)6(15)7(16)5(14)3-13/h2,4-7,13-16H,3H2,1H3,(H,9,17)",6.0,17.0,18.0,0.0,0.0,-1.9049999999999996,8.0,1.2399999999999998,-3.4110000000000005,0.0,3.6290249999999986,57.61230000000001,6.0,5.0,33.0
"InChI=1S/C8H16N2O/c1-3-4-5-6-7-9-10(2)8-11/h7-8H,3-6H2,1-2H3",5.0,10.0,11.0,0.0,0.0,-1.4135000000000009,6.0,2.01,2.511,0.0,1.9979822500000024,41.22430000000001,6.0,0.0,27.0
"InChI=1S/C8H18N2O/c1-3-5-7-10(9-11)8-6-4-2/h3-8H2,1-2H3",3.0,10.0,11.0,0.0,0.0,-1.1399999999999986,7.0,2.01,2.4250000000000003,0.0,1.2995999999999968,41.5253,4.0,0.0,29.0
"InChI=1S/C8H18O/c1-3-5-6-8(4-2)7-9/h8-9H,3-7H2,1-2H3",0.0,8.0,9.0,0.0,0.0,-1.2606000000000002,5.0,2.23,2.855,0.0,1.5891123600000003,35.0636,7.0,1.0,27.0
"InChI=1S/C8H20N2/c1-3-5-7-10(9)8-6-4-2/h3-9H2,1-2H3",2.0,9.0,10.0,0.0,0.0,-1.6084999999999985,6.0,2.1199999999999997,1.315,0.0,2.587272249999995,41.05030000000001,4.0,1.0,30.0
"InChI=1S/C8H20N2/c1-3-5-7-9-10-8-6-4-2/h9-10H,3-8H2,1-2H3",2.0,9.0,10.0,0.0,0.0,-1.8669999999999987,7.0,2.1199999999999997,3.284,0.0,3.485688999999995,39.4682,4.0,2.0,30.0
"InChI=1S/C8H5N3O4S/c12-4-9-8-10-5(3-16-8)6-1-2-7(15-6)11(13)14/h1-4H,(H,9,10,12)",16.0,17.0,3.0,10.0,10.0,0.14440000000000008,3.0,1.46,0.945,0.0,0.020851360000000024,55.02060000000001,0.0,1.0,21.0
"InChI=1S/C8H6N4O4/c9-8-10-6(11-16-8)3-1-5-2-4-7(15-5)12(13)14/h1-4H,(H2,9,10,11)",16.0,17.0,2.0,5.0,5.0,0.12120000000000017,3.0,1.46,0.6649999999999998,0.0,0.014689440000000041,48.80260000000001,2.0,2.0,22.0
"InChI=1S/C8H6N4O4S/c1-4(13)9-8-11-10-7(17-8)5-2-3-6(16-5)12(14)15/h2-3H,1H3,(H,9,11,13)",16.0,18.0,4.0,10.0,10.0,0.7578999999999998,3.0,1.3499999999999999,1.569,0.0,0.5744124099999997,56.40320000000001,2.0,1.0,23.0
"InChI=1S/C8H6N4O4S/c13-4-9-11-8-10-5(3-17-8)6-1-2-7(16-6)12(14)15/h1-4H,(H,9,13)(H,10,11)",17.0,18.0,4.0,10.0,10.0,0.27930000000000005,4.0,1.3499999999999999,1.9069999999999996,0.0,0.07800849000000003,57.720600000000005,0.0,2.0,23.0
"InChI=1S/C8H6N4O5/c13-6-4-11(8(14)10-6)9-3-5-1-2-7(17-5)12(15)16/h1-3H,4H2,(H,10,13,14)",16.0,18.0,2.0,5.0,5.0,-0.7828,3.0,1.3499999999999999,0.24199999999999994,0.0,0.6127758400000001,50.3426,0.0,1.0,23.0
"InChI=1S/C8H8/c1-2-8-6-4-3-5-7-8/h2-7H,1H2",8.0,8.0,2.0,6.0,6.0,1.9152999999999998,1.0,2.34,2.9369999999999994,0.0,3.668374089999999,39.8829,2.0,0.0,16.0
"InChI=1S/C8H8O/c1-2-4-7(5-3-1)8-6-9-8/h1-5,8H,6H2",6.0,10.0,0.0,6.0,6.0,1.0149000000000001,1.0,2.23,1.0050000000000003,0.0,1.0300220100000004,39.4649,0.0,0.0,17.0
"InChI=1S/C8H9N3O2/c1-6(12)10-11-8(13)7-2-4-9-5-3-7/h2-5H,1H3,(H,10,12)(H,11,13)",12.0,13.0,7.0,6.0,6.0,-1.1835,3.0,1.7899999999999998,0.051000000000000045,0.0,1.40067225,47.50849999999999,2.0,2.0,22.0
"InChI=1S/C8H9NO2/c1-6(10)9-7-2-4-8(11)5-3-7/h2-5,11H,1H3,(H,9,10)",10.0,11.0,4.0,6.0,6.0,0.32179999999999925,1.0,2.01,0.6159999999999999,0.0,0.10355523999999952,45.78980000000001,2.0,2.0,20.0
"InChI=1S/C9H10N4S/c10-7-3-1-6(2-4-7)8-5-14-9(12-8)13-11/h1-5H,10-11H2,(H,12,13)",14.0,15.0,2.0,11.0,11.0,-0.45199999999999974,2.0,1.9000000000000001,-0.1680000000000002,0.0,0.20430399999999976,63.95080000000001,0.0,3.0,24.0
"InChI=1S/C9H10O2/c1-8(10)11-7-9-5-3-2-4-6-9/h2-6H,7H2,1H3",6.0,11.0,5.0,6.0,6.0,1.1382,3.0,2.23,1.3330000000000002,0.0,1.2954992400000003,46.16400000000001,2.0,0.0,21.0
"InChI=1S/C9H11NO2/c1-2-12-8-6-4-3-5-7(8)9(10)11/h3-6H,2H2,1H3,(H2,10,11)",10.0,12.0,3.0,6.0,6.0,0.878,3.0,2.12,1.629,0.0,0.770884,49.14940000000001,2.0,2.0,23.0
"InChI=1S/C9H12N2O2/c1-7(13)10-11-9-4-2-8(6-12)3-5-9/h2-5,11-12H,6H2,1H3,(H,10,13)",10.0,13.0,5.0,6.0,6.0,-0.17980000000000032,3.0,2.0100000000000002,0.8059999999999999,0.0,0.03232804000000011,53.54100000000001,2.0,3.0,25.0
"InChI=1S/C9H13N/c1-6-4-7(2)9(10)8(3)5-6/h4-5H,10H2,1-3H3",7.0,10.0,0.0,6.0,6.0,1.5459,0.0,2.3400000000000003,1.2890000000000006,0.0,2.38980681,47.351600000000005,0.0,1.0,23.0
"InChI=1S/C9H13N/c1-6-4-8(3)9(10)5-7(6)2/h4-5H,10H2,1-3H3",7.0,10.0,0.0,6.0,6.0,1.5459,0.0,2.3400000000000003,1.5000000000000004,0.0,2.38980681,47.351600000000005,0.0,1.0,23.0
"InChI=1S/C9H15Br6O4P/c10-1-7(13)4-17-20(16,18-5-8(14)2-11)19-6-9(15)3-12/h7-9H,1-6H2",5.0,19.0,20.0,0.0,0.0,5.152499999999999,12.0,1.2400000000000002,5.549999999999998,2.0,26.54825624999999,101.0702,3.0,0.0,35.0
"InChI=1S/C9H4Cl3NO2S/c10-9(11,12)16-13-7(14)5-3-1-2-4-6(5)8(13)15/h1-4H",11.0,17.0,5.0,6.0,6.0,3.9435000000000002,2.0,1.6800000000000002,2.4139999999999997,0.0,15.551192250000001,69.40480000000001,0.0,0.0,20.0
"InChI=1S/C9H4Cl6O4/c10-3-4(11)8(13)2(6(18)19)1(5(16)17)7(3,12)9(8,14)15/h1-2H,(H,16,17)(H,18,19)",2.0,20.0,2.0,0.0,0.0,2.4423999999999992,2.0,1.35,1.2850000000000004,0.0,5.965317759999996,71.775,0.0,2.0,23.0
"InChI=1S/C9H4F3N3O4S/c10-9(11,12)7(16)14-8-13-4(3-20-8)5-1-2-6(19-5)15(17)18/h1-3H,(H,13,14,16)",16.0,21.0,7.0,10.0,10.0,1.3114000000000003,4.0,1.2400000000000002,1.8800000000000003,0.0,1.719769960000001,60.1028,2.0,1.0,24.0
"InChI=1S/C9H7N3O2S/c10-9-11-8(5-15-9)6-1-3-7(4-2-6)12(13)14/h1-5H,(H2,10,11)",14.0,16.0,2.0,6.0,6.0,0.8468000000000001,2.0,1.79,2.1259999999999994,0.0,0.7170702400000002,57.330400000000004,0.0,2.0,22.0
"InChI=1S/C9H7N7O2S/c1-15-4-14-7(16(17)18)9(15)19-8-5-6(11-2-10-5)12-3-13-8/h2-4H,1H3,(H,10,11,12,13)",9.0,21.0,2.0,14.0,15.0,-0.5737000000000003,3.0,1.35,-0.01599999999999968,0.0,0.32913169000000037,64.1149,0.0,1.0,26.0
"InChI=1S/C9H8Cl3NO2S/c10-9(11,12)16-13-7(14)5-3-1-2-4-6(5)8(13)15/h1-2,5-6H,3-4H2",5.0,17.0,5.0,0.0,0.0,3.2344999999999997,2.0,1.6800000000000002,2.268,0.0,10.461990249999998,68.18180000000001,0.0,0.0,24.0
"InChI=1S/C9H8N4O2S/c10-12-9-11-8(5-16-9)6-1-3-7(4-2-6)13(14)15/h1-5H,10H2,(H,11,12)",16.0,17.0,2.0,11.0,11.0,0.2513000000000001,3.0,1.6800000000000002,0.5409999999999996,0.0,0.06315169000000004,62.61450000000001,0.0,2.0,24.0
"InChI=1S/C9H8O2/c10-9-6-5-7-3-1-2-4-8(7)11-9/h1-4H,5-6H2",9.0,12.0,0.0,6.0,6.0,0.7671,0.0,2.23,0.768,0.0,0.58844241,44.76970000000001,0.0,0.0,19.0
"InChI=1S/C9H8O4/c10-7-3-1-6(5-8(7)11)2-4-9(12)13/h1-5,10-11H,(H,12,13)",13.0,13.0,5.0,6.0,6.0,0.20289999999999986,2.0,2.0100000000000002,0.8879999999999999,0.0,0.04116840999999994,50.40950000000001,3.0,3.0,21.0
"InChI=1S/CCl4/c2-1(3,4)5",0.0,4.0,4.0,0.0,0.0,3.5846,0.0,1.1300000000000001,2.8640000000000003,0.0,12.84935716,26.849,0.0,0.0,5.0
"InChI=1S/CH4N2O/c2-3-1-4/h1H,2H2,(H,3,4)",4.0,3.0,4.0,0.0,0.0,-0.746,0.0,1.24,-0.6330000000000002,0.0,0.556516,15.1129,0.0,2.0,8.0
"InChI=1S/CH5N3O/c2-1(5)4-3/h3H2,(H3,2,4,5)",5.0,4.0,5.0,0.0,0.0,-0.6699999999999999,1.0,1.1300000000000001,-0.664,0.0,0.4488999999999999,16.2616,0.0,4.0,10.0
"InChI=1S/CH6N2/c1-3-2/h3H,2H2,1H3",2.0,2.0,3.0,0.0,0.0,-0.9136000000000001,0.0,1.35,-0.79,0.0,0.8346649600000001,14.2808,0.0,2.0,9.0
"InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)",5.0,4.0,5.0,0.0,0.0,-0.6577999999999999,0.0,0.9099999999999999,-1.764,0.0,0.4327008399999999,13.197199999999999,0.0,2.0,7.0
InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H,10.0,11.0,0.0,10.0,11.0,1.9478,0.0,2.56,3.2239999999999993,0.0,3.79392484,49.1528,0.0,0.0,18.0
InChI=1S/C11H7N3O3/c15-14(16)11-5-4-9(17-11)8-7-12-10-3-1-2-6-13(8)10/h1-7H,17.0,19.0,2.0,14.0,15.0,-0.9263999999999997,2.0,2.01,1.396,0.0,0.8582169599999994,59.93250000000001,0.0,0.0,24.0
InChI=1S/C12H4Cl4O2/c13-5-1-9-10(2-6(5)14)18-12-4-8(16)7(15)3-11(12)17-9/h1-4H,14.0,20.0,0.0,12.0,12.0,2.1861999999999995,0.0,2.12,4.158,0.0,4.779470439999998,81.3254,0.0,0.0,22.0
InChI=1S/C12H5Cl5/c13-8-3-1-2-6(10(8)15)7-4-5-9(14)12(17)11(7)16/h1-5H,12.0,18.0,0.0,12.0,12.0,4.2591,1.0,2.2300000000000004,4.271000000000001,0.0,18.13993281,83.05239999999999,0.0,0.0,22.0
InChI=1S/C12H7Cl2NO3/c13-8-1-6-12(11(14)7-8)18-10-4-2-9(3-5-10)15(16)17/h1-7H,16.0,19.0,2.0,12.0,12.0,2.0031,3.0,2.12,3.1119999999999997,0.0,4.01240961,73.83200000000001,0.0,0.0,25.0
InChI=1S/C12HBr9/c13-2-1-3(14)6(15)7(16)4(2)5-8(17)10(19)12(21)11(20)9(5)18/h1H,12.0,22.0,0.0,12.0,12.0,6.4899,1.0,1.7900000000000003,8.163000000000002,1.0,42.118802009999996,127.2792,0.0,0.0,22.0
InChI=1S/C14H8Cl4/c15-11-5-1-9(2-6-11)13(14(17)18)10-3-7-12(16)8-4-10/h1-8H,14.0,19.0,4.0,12.0,12.0,4.4056999999999995,2.0,2.56,4.066000000000001,0.0,19.410192489999996,88.31569999999999,2.0,0.0,26.0
InChI=1S/C20H12/c1-2-7-17-15(4-1)12-16-9-8-13-5-3-6-14-10-11-18(17)20(16)19(13)14/h1-12H,20.0,24.0,0.0,20.0,24.0,3.113199999999999,0.0,3.66,5.956000000000001,1.0,9.692014239999994,93.42519999999999,0.0,0.0,32.0
InChI=1S/C22H14/c1-3-7-19-15(5-1)9-11-17-14-22-18(13-21(17)19)12-10-16-6-2-4-8-20(16)22/h1-14H,22.0,26.0,0.0,22.0,26.0,3.5810000000000004,0.0,3.88,6.650000000000002,1.0,12.823561000000003,103.7438,0.0,0.0,36.0
InChI=1S/C24H12O2/c25-23-17-7-3-1-5-13(17)15-9-11-20-22-16(10-12-19(23)21(15)22)14-6-2-4-8-18(14)24(20)26/h1-12H,26.0,31.0,0.0,22.0,23.0,2.662199999999999,0.0,3.8799999999999994,3.0999999999999988,0.0,7.087308839999995,111.9956,0.0,0.0,38.0
InChI=1S/C2Cl2/c3-1-2-4,2.0,3.0,4.0,0.0,0.0,0.9712,0.0,1.46,1.986,0.0,0.9432294399999999,20.1838,2.0,0.0,4.0
InChI=1S/C2Cl4/c3-1(4)2(5)6,2.0,5.0,6.0,0.0,0.0,2.4288,0.0,1.24,3.026,0.0,5.899069439999999,30.9454,2.0,0.0,6.0
InChI=1S/C2F4/c3-1(4)2(5)6,2.0,5.0,6.0,0.0,0.0,1.2816,0.0,1.24,1.182,0.0,1.6424985600000002,12.4054,2.0,0.0,6.0
InChI=1S/C2H2Cl2/c1-2(3)4/h1H2,2.0,3.0,4.0,0.0,0.0,1.688,0.0,1.46,1.933,0.0,2.849344,20.4606,2.0,0.0,6.0
InChI=1S/C2H2Cl4/c3-1(4)2(5)6/h1-2H,0.0,5.0,6.0,0.0,0.0,2.3992,1.0,1.24,2.576,0.0,5.75616064,30.7638,2.0,0.0,8.0
InChI=1S/C2H4Br2/c3-1-2-4/h1-2H2,0.0,3.0,4.0,0.0,0.0,1.8008000000000002,1.0,1.46,2.416,0.0,3.2428806400000005,26.6226,2.0,0.0,8.0
InChI=1S/C2H4Cl2/c3-1-2-4/h1-2H2,0.0,3.0,4.0,0.0,0.0,1.5118,1.0,1.46,1.74,0.0,2.2855392400000003,20.6556,2.0,0.0,8.0
InChI=1S/C2H4Cl2O/c3-1-5-2-4/h1-2H2,0.0,4.0,5.0,0.0,0.0,0.9243,2.0,1.3499999999999999,0.834,0.0,0.85433049,22.2913,0.0,0.0,9.0
InChI=1S/C2H4O/c1-2-3-1/h1-2H2,0.0,3.0,0.0,0.0,0.0,-0.13089999999999988,0.0,1.5699999999999998,-0.19,0.0,0.01713480999999997,11.0435,0.0,0.0,7.0
InChI=1S/C2H6N2O/c1-4(2)3-5/h1-2H3,3.0,4.0,5.0,0.0,0.0,0.09079999999999971,1.0,1.3499999999999999,-0.275,0.0,0.008244639999999949,20.0505,0.0,0.0,11.0
InChI=1S/C2HCl3/c3-1-2(4)5/h1H,2.0,4.0,5.0,0.0,0.0,1.7428,0.0,1.3499999999999999,2.6420000000000003,0.0,3.0373518399999995,25.2622,2.0,0.0,6.0
InChI=1S/C3H4O2/c4-2-1-3-5/h1-4H,5.0,4.0,5.0,0.0,0.0,-0.46859999999999996,1.0,1.57,-0.043999999999999984,0.0,0.21958595999999997,18.056900000000002,3.0,1.0,9.0
InChI=1S/C3H4O2/c4-3-1-2-5-3/h1-2H2,3.0,5.0,0.0,0.0,0.0,-0.044700000000000295,0.0,1.57,-0.13900000000000007,0.0,0.0019980900000000266,15.5531,0.0,0.0,9.0
InChI=1S/C3H6ClNO/c1-5(2)3(4)6/h1-2H3,3.0,5.0,6.0,0.0,0.0,0.5737999999999999,1.0,1.46,0.248,0.0,0.32924643999999986,24.972300000000004,0.0,0.0,12.0
InChI=1S/C4H4O/c1-2-4-5-3-1/h1-4H,5.0,5.0,0.0,5.0,5.0,-0.26050000000000006,0.0,1.7899999999999998,0.7090000000000001,0.0,0.06786025000000004,20.7397,0.0,0.0,9.0
InChI=1S/C4H8Cl2O/c5-1-3-7-4-2-6/h1-4H2,0.0,6.0,7.0,0.0,0.0,1.3809000000000002,4.0,1.5699999999999998,1.55,0.0,1.9068848100000007,31.6991,2.0,0.0,15.0
InChI=1S/C4H8Cl2O2/c5-3-7-1-2-8-4-6/h1-4H2,0.0,7.0,8.0,0.0,0.0,0.7934000000000005,5.0,1.46,0.6439999999999999,0.0,0.6294835600000008,33.3348,2.0,0.0,16.0
InChI=1S/C4H8N2O/c7-5-6-3-1-2-4-6/h1-4H2,3.0,7.0,1.0,0.0,0.0,-0.6666000000000003,1.0,1.5699999999999998,0.45999999999999996,0.0,0.4443555600000004,23.9047,0.0,0.0,15.0
InChI=1S/C4H8N4O2/c9-5-7-1-2-8(6-10)4-3-7/h1-4H2,3.0,10.0,1.0,0.0,0.0,-0.1811999999999997,2.0,1.2399999999999998,-0.5120000000000001,0.0,0.03283343999999989,36.163,0.0,0.0,18.0
InChI=1S/C4H8O/c1-2-4-5-3-1/h1-4H2,0.0,5.0,0.0,0.0,0.0,-0.7069000000000004,0.0,1.7899999999999998,0.5259999999999999,0.0,0.4997076100000006,16.8667,0.0,0.0,13.0
InChI=1S/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,0.0,6.0,0.0,0.0,0.0,-0.26179999999999976,0.0,1.68,-0.38,0.0,0.06853923999999988,22.087,0.0,0.0,14.0
InChI=1S/C5H10N2O/c8-6-7-4-2-1-3-5-7/h1-5H2,3.0,8.0,1.0,0.0,0.0,-0.9546000000000001,1.0,1.6799999999999997,0.8179999999999998,0.0,0.9112611600000002,26.816300000000005,0.0,0.0,18.0
InChI=1S/C5H4O2/c6-4-5-2-1-3-7-5/h1-4H,7.0,7.0,1.0,5.0,5.0,-0.37870000000000015,1.0,1.7899999999999998,0.418,0.0,0.14341369000000012,27.1196,0.0,0.0,11.0
InChI=1S/C5H5N/c1-2-4-6-5-3-1/h1-5H,6.0,6.0,0.0,6.0,6.0,-0.2814000000000002,0.0,1.8999999999999997,-0.04099999999999998,0.0,0.07918596000000011,27.386300000000002,0.0,0.0,11.0
InChI=1S/C6Cl5NO2/c7-1-2(8)4(10)6(12(13)14)5(11)3(1)9,9.0,14.0,2.0,6.0,6.0,2.7535,1.0,1.2400000000000002,3.918,0.0,7.581762249999999,56.750299999999996,0.0,0.0,14.0
InChI=1S/C6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9,6.0,12.0,0.0,6.0,6.0,3.6155999999999997,0.0,1.46,4.2780000000000005,0.0,13.072563359999998,59.253,0.0,0.0,12.0
InChI=1S/C6H12N2O/c9-7-8-5-3-1-2-4-6-8/h1-6H2,3.0,9.0,1.0,0.0,0.0,-1.2425999999999993,1.0,1.79,1.176,0.0,1.544054759999998,29.727900000000005,0.0,0.0,21.0
InChI=1S/C6H4Cl2/c7-5-1-2-6(8)4-3-5/h1-4H,6.0,8.0,0.0,6.0,6.0,2.1407999999999996,0.0,1.9000000000000001,1.9700000000000002,0.0,4.583024639999998,40.3882,0.0,0.0,12.0
InChI=1S/C6H4ClNO2/c7-5-1-3-6(4-2-5)8(9)10/h1-4H,9.0,10.0,2.0,6.0,6.0,1.2786999999999997,1.0,1.6800000000000002,1.6099999999999999,0.0,1.6350736899999994,37.8855,0.0,0.0,14.0
InChI=1S/C6H4ClNO2/c7-5-3-1-2-4-6(5)8(9)10/h1-4H,9.0,10.0,2.0,6.0,6.0,1.2786999999999997,1.0,1.6800000000000002,1.6099999999999999,0.0,1.6350736899999994,37.8855,0.0,0.0,14.0
InChI=1S/C6H4F4N2/c7-1-2(8)5(11)4(10)6(12)3(1)9/h11-12H2,8.0,12.0,0.0,6.0,6.0,-1.3508000000000002,0.0,1.46,0.296,0.0,1.8246606400000005,38.5666,0.0,2.0,16.0
InChI=1S/C6H4O2/c7-5-1-2-6(8)4-3-5/h1-4H,8.0,8.0,0.0,0.0,0.0,-0.018799999999999956,0.0,1.9000000000000001,-0.22799999999999998,0.0,0.0003534399999999983,31.0288,0.0,0.0,12.0
InChI=1S/C6H5NO2/c8-7(9)6-4-2-1-3-5-6/h1-5H,9.0,9.0,2.0,6.0,6.0,0.9100000000000004,1.0,1.79,1.2439999999999998,0.0,0.8281000000000006,33.1693,0.0,0.0,14.0
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,6.0,6.0,0.0,6.0,6.0,1.4033999999999995,0.0,2.12,2.082,0.0,1.9695315599999987,30.955799999999996,0.0,0.0,12.0
InChI=1S/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H,0.0,12.0,0.0,0.0,0.0,4.163399999999999,0.0,1.46,3.834,0.0,17.333899559999995,54.080999999999996,0.0,0.0,18.0
InChI=1S/C6HCl5O/c7-1-2(8)4(10)6(12)5(11)3(1)9/h12H,7.0,12.0,0.0,6.0,6.0,2.6837999999999997,0.0,1.46,3.62,0.0,7.202782439999998,56.1423,0.0,1.0,13.0
InChI=1S/C7H3Cl5O/c1-13-7-5(11)3(9)2(8)4(10)6(7)12/h1H3,7.0,13.0,2.0,6.0,6.0,2.7482999999999995,1.0,1.5699999999999998,3.9410000000000003,0.0,7.553152889999997,61.1803,0.0,0.0,16.0
InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H,8.0,8.0,1.0,6.0,6.0,1.0154,1.0,2.12,1.0630000000000002,0.0,1.0310371600000001,36.0296,0.0,0.0,14.0
InChI=1S/C8H6O/c1-2-4-8-7(3-1)5-6-9-8/h1-6H,9.0,10.0,0.0,9.0,10.0,0.5537000000000004,0.0,2.23,1.313,0.0,0.30658369000000046,40.2428,0.0,0.0,15.0
InChI=1S/C9H6O2/c10-9-6-5-7-3-1-2-4-8(7)11-9/h1-6H,11.0,12.0,0.0,6.0,6.0,1.0310000000000001,0.0,2.23,1.022,0.0,1.0629610000000003,45.598600000000005,0.0,0.0,17.0
InChI=1S/CH2Cl2/c2-1-3/h1H2,0.0,2.0,2.0,0.0,0.0,1.0729,0.0,1.35,1.5190000000000001,0.0,1.15111441,16.438299999999998,0.0,0.0,5.0
InChI=1S/CH3NO2/c1-2(3)4/h1H3,2.0,3.0,4.0,0.0,0.0,-0.28059999999999996,0.0,1.24,0.34799999999999986,0.0,0.07873635999999998,8.3023,0.0,0.0,7.0
InChI=1S/CHBr2Cl/c2-1(3)4/h1H,0.0,3.0,3.0,0.0,0.0,2.0248,0.0,1.24,2.75,0.0,4.099815039999999,26.981199999999998,0.0,0.0,5.0
InChI=1S/CHBrCl2/c2-1(3)4/h1H,0.0,3.0,3.0,0.0,0.0,1.8209999999999997,0.0,1.24,2.412,0.0,3.316040999999999,24.1727,0.0,0.0,5.0
InChI=1S/CHCl3/c2-1(3)4/h1H,0.0,3.0,3.0,0.0,0.0,1.6172,0.0,1.24,2.074,0.0,2.6153358399999997,21.364199999999997,0.0,0.0,5.0
